T_index,C_index,Project Name,Year,Q,YYYYQQ,Avg_PSF,Vol,DPSF,DPSF_percent,Age_Q,Balas,Covid,MRT,Schools,PPI,DPPI,DPPI_percent,Test_Train
1,1,CAMELOT BY-THE-WATER,2002,2,2002Q2,740,1,0,0,32,0.95,0,0,0,81.4,-0.6,-0.007317073,Train
2,2,CAMELOT BY-THE-WATER,2002,4,2002Q4,715,1,-25,-0.033783784,34,0.949,0,0,0,81.3,-0.3,-0.003676471,Train
3,3,CAMELOT BY-THE-WATER,2003,2,2003Q2,663.25,4,-51.75,-0.072377622,36,0.948,0,0,0,80.2,-0.4,-0.004962779,Train
4,4,CAMELOT BY-THE-WATER,2005,1,2005Q1,557,1,-106.25,-0.160196005,43,0.9438,0,0,0,81.4,0.6,0.007425743,Train
5,5,CAMELOT BY-THE-WATER,2005,3,2005Q3,632,4,75,0.13464991,45,0.9423,0,0,0,83.1,1.2,0.014652015,Train
6,6,CAMELOT BY-THE-WATER,2005,4,2005Q4,532,2,-100,-0.158227848,46,0.9415,0,0,0,84.4,1.3,0.015643803,Train
7,7,CAMELOT BY-THE-WATER,2006,1,2006Q1,652.5,8,120.5,0.226503759,47,0.9408,0,0,0,85.7,1.3,0.015402844,Train
8,8,CAMELOT BY-THE-WATER,2006,2,2006Q2,607.32,19,-45.18,-0.069247832,48,0.94,0,0,0,87.2,1.5,0.017502917,Train
9,9,CAMELOT BY-THE-WATER,2006,3,2006Q3,626.23,13,18.91,0.031145213,49,0.939,0,0,0,90,2.8,0.032110092,Train
10,10,CAMELOT BY-THE-WATER,2006,4,2006Q4,762.75,4,136.52,0.218001474,50,0.938,0,0,0,93.8,3.8,0.042222222,Train
11,11,CAMELOT BY-THE-WATER,2007,1,2007Q1,882.17,6,119.42,0.15656069,51,0.937,0,0,0,98.8,5,0.053304904,Train
12,12,CAMELOT BY-THE-WATER,2007,2,2007Q2,1093,1,210.83,0.238994899,52,0.936,0,0,0,107.1,8.3,0.084008097,Train
13,13,CAMELOT BY-THE-WATER,2007,3,2007Q3,1296.5,2,203.5,0.186184812,53,0.9353,0,0,0,116,8.9,0.083099907,Train
14,14,CAMELOT BY-THE-WATER,2007,4,2007Q4,1218,1,-78.5,-0.060547628,54,0.9345,0,0,0,124.4,8.4,0.072413793,Train
15,15,CAMELOT BY-THE-WATER,2008,1,2008Q1,1220.33,3,2.33,0.001915709,55,0.9338,0,0,0,129,4.6,0.036977492,Train
16,16,CAMELOT BY-THE-WATER,2008,2,2008Q2,1172.5,2,-47.83,-0.039196941,56,0.933,0,0,0,129,0,0,Train
17,17,CAMELOT BY-THE-WATER,2009,2,2009Q2,1111,1,-61.5,-0.052452026,60,0.929,0,0,0,95.3,-4.7,-0.047,Train
18,18,CAMELOT BY-THE-WATER,2009,3,2009Q3,1181.5,4,70.5,0.063456346,61,0.9283,0,0,0,110.5,15.2,0.159496327,Train
19,19,CAMELOT BY-THE-WATER,2009,4,2009Q4,1325.67,3,144.17,0.122020031,62,0.9275,0,0,0,118.4,7.9,0.071493213,Train
20,20,CAMELOT BY-THE-WATER,2010,1,2010Q1,1417,1,91.33,0.068896153,63,0.9268,0,0,0,124.3,5.9,0.049831081,Train
21,21,CAMELOT BY-THE-WATER,2010,2,2010Q2,1489,4,72,0.050811574,64,0.926,0,0,0,130.5,6.2,0.049879324,Train
22,22,CAMELOT BY-THE-WATER,2010,4,2010Q4,1542,1,53,0.035594359,66,0.924,0,0,0,135,2.4,0.018099548,Train
23,23,CAMELOT BY-THE-WATER,2011,2,2011Q2,1339,1,-203,-0.131647211,68,0.922,0,0,0,139.2,1.9,0.01383831,Train
24,24,CAMELOT BY-THE-WATER,2011,3,2011Q3,1513,1,174,0.129947722,69,0.921,0,0,0,140.8,1.6,0.011494253,Train
25,25,CAMELOT BY-THE-WATER,2011,4,2011Q4,1340,1,-173,-0.114342366,70,0.92,0,0,0,141.2,0.4,0.002840909,Train
26,26,CAMELOT BY-THE-WATER,2012,2,2012Q2,1195,1,-145,-0.108208955,72,0.918,0,0,0,141.6,0.6,0.004255319,Train
27,27,CAMELOT BY-THE-WATER,2012,3,2012Q3,1458,2,263,0.220083682,73,0.917,0,0,0,142.3,0.7,0.004943503,Train
28,28,CAMELOT BY-THE-WATER,2012,4,2012Q4,1479,3,21,0.014403292,74,0.916,0,0,0,144.8,2.5,0.017568517,Train
29,29,CAMELOT BY-THE-WATER,2013,1,2013Q1,1544,1,65,0.043948614,75,0.915,0,0,0,145.9,1.1,0.007596685,Train
30,30,CAMELOT BY-THE-WATER,2013,3,2013Q3,1466,1,-78,-0.050518135,77,0.913,0,0,0,148.9,0.9,0.006081081,Train
31,31,CAMELOT BY-THE-WATER,2014,4,2014Q4,1790,1,324,0.22100955,82,0.9075,0,0,0,142.5,-1.4,-0.009728978,Train
32,32,CAMELOT BY-THE-WATER,2015,1,2015Q1,1365,2,-425,-0.237430168,83,0.9063,0,1,0,140.9,-1.6,-0.01122807,Train
33,33,CAMELOT BY-THE-WATER,2015,2,2015Q2,1411,1,46,0.033699634,84,0.905,0,1,0,139.8,-1.1,-0.007806955,Train
34,34,CAMELOT BY-THE-WATER,2015,3,2015Q3,1441,1,30,0.021261517,85,0.9038,0,1,0,137.7,-2.1,-0.015021459,Train
35,35,CAMELOT BY-THE-WATER,2016,4,2016Q4,1442.5,2,1.5,0.001040944,90,0.8975,0,1,0,133.8,-1.1,-0.008154188,Train
36,36,CAMELOT BY-THE-WATER,2017,3,2017Q3,1337,1,-105.5,-0.073136915,93,0.8938,0,1,0,134.5,0.8,0.005983545,Train
37,37,CAMELOT BY-THE-WATER,2017,4,2017Q4,1283.5,2,-53.5,-0.040014959,94,0.8925,0,1,0,135.6,1.1,0.008178439,Train
38,38,CAMELOT BY-THE-WATER,2018,2,2018Q2,1570.5,2,287,0.223607324,96,0.89,0,1,0,146.1,4.5,0.031779661,Train
39,39,CAMELOT BY-THE-WATER,2019,1,2019Q1,1647,1,76.5,0.048710602,99,0.8863,0,1,0,145.2,-1.6,-0.010899183,Train
40,40,CAMELOT BY-THE-WATER,2019,3,2019Q3,1536,2,-111,-0.067395264,101,0.8838,0,1,0,150,1.9,0.012829169,Test
41,41,CAMELOT BY-THE-WATER,2020,1,2020Q1,1375,1,-161,-0.104817708,103,0.8813,1,1,0,148.1,-1.5,-0.010026738,Test
42,42,CAMELOT BY-THE-WATER,2020,3,2020Q3,1676,1,301,0.218909091,105,0.8788,1,1,0,148.8,0.1,0.000672495,Test
43,43,CAMELOT BY-THE-WATER,2020,4,2020Q4,1548,1,-128,-0.076372315,106,0.8775,1,1,0,153.3,4.5,0.030241935,Test
44,44,CAMELOT BY-THE-WATER,2021,1,2021Q1,1727.5,2,179.5,0.115956072,107,0.8763,1,1,0,157.1,3.8,0.024787997,Test
45,45,CAMELOT BY-THE-WATER,2021,3,2021Q3,1670,1,-57.5,-0.033285094,109,0.8738,1,1,0,159.9,1.1,0.006926952,Test
46,46,CAMELOT BY-THE-WATER,2021,4,2021Q4,1212,1,-458,-0.274251497,110,0.8725,1,1,0,168.4,8.5,0.053158224,Test
47,47,CAMELOT BY-THE-WATER,2022,1,2022Q1,1552,1,340,0.280528053,111,0.8713,1,1,0,167.9,-0.5,-0.002969121,Test
48,48,CAMELOT BY-THE-WATER,2022,2,2022Q2,1706,1,154,0.099226804,112,0.87,1,1,0,173.9,6,0.035735557,Test
49,49,CAMELOT BY-THE-WATER,2022,3,2022Q3,1746.33,3,40.33,0.023642048,113,0.8688,1,1,0,181.6,7.7,0.044278321,Test
50,1,CASUARINA COVE,1998,4,1998Q4,503.33,3,0,0,28,0.952,0,0,0,71.2,-5.6,-0.072916667,Train
51,2,CASUARINA COVE,1999,1,1999Q1,530,2,26.67,0.052980132,29,0.9515,0,0,0,75.2,4,0.056179775,Train
52,3,CASUARINA COVE,1999,2,1999Q2,611,3,81,0.152830189,30,0.951,0,0,0,83.5,8.3,0.11037234,Train
53,4,CASUARINA COVE,2000,1,2000Q1,706.5,2,95.5,0.156301146,33,0.9495,0,0,0,98.5,3.4,0.03575184,Train
54,5,CASUARINA COVE,2000,3,2000Q3,622,1,-84.5,-0.11960368,35,0.9485,0,0,0,97.7,-2.7,-0.02689243,Train
55,6,CASUARINA COVE,2000,4,2000Q4,700.5,2,78.5,0.126205788,36,0.948,0,0,0,94.2,-3.5,-0.035823951,Train
56,7,CASUARINA COVE,2001,3,2001Q3,496,1,-204.5,-0.291934333,39,0.9465,0,0,0,87.3,-2.5,-0.027839644,Train
57,8,CASUARINA COVE,2001,4,2001Q4,513,1,17,0.034274194,40,0.946,0,0,0,82.7,-4.6,-0.052691867,Train
58,9,CASUARINA COVE,2002,1,2002Q1,554,1,41,0.079922027,41,0.9453,0,0,0,82,-0.7,-0.008464329,Train
59,10,CASUARINA COVE,2002,2,2002Q2,563.5,2,9.5,0.017148014,42,0.9445,0,0,0,81.4,-0.6,-0.007317073,Train
60,11,CASUARINA COVE,2002,3,2002Q3,617,1,53.5,0.094942325,43,0.9438,0,0,0,81.6,0.2,0.002457002,Train
61,12,CASUARINA COVE,2003,1,2003Q1,557,1,-60,-0.097244733,45,0.9423,0,0,0,80.6,-0.7,-0.008610086,Train
62,13,CASUARINA COVE,2003,3,2003Q3,552,2,-5,-0.008976661,47,0.9408,0,0,0,79.9,-0.3,-0.003740648,Train
63,14,CASUARINA COVE,2003,4,2003Q4,662.5,2,110.5,0.200181159,48,0.94,0,0,0,79.9,0,0,Train
64,15,CASUARINA COVE,2004,3,2004Q3,499.5,2,-163,-0.246037736,51,0.937,0,0,0,79.9,0.3,0.003768844,Train
65,16,CASUARINA COVE,2005,1,2005Q1,466,1,-33.5,-0.067067067,53,0.9353,0,0,0,81.4,0.6,0.007425743,Train
66,17,CASUARINA COVE,2005,4,2005Q4,468,1,2,0.004291845,56,0.933,0,0,0,84.4,1.3,0.015643803,Train
67,18,CASUARINA COVE,2006,1,2006Q1,481.5,2,13.5,0.028846154,57,0.932,0,0,0,85.7,1.3,0.015402844,Train
68,19,CASUARINA COVE,2006,2,2006Q2,465.29,7,-16.21,-0.033674529,58,0.931,0,0,0,87.2,1.5,0.017502917,Train
69,20,CASUARINA COVE,2006,3,2006Q3,518.33,3,53.05,0.114010848,59,0.93,0,0,0,90,2.8,0.032110092,Train
70,21,CASUARINA COVE,2006,4,2006Q4,491.67,3,-26.67,-0.051446945,60,0.929,0,0,0,93.8,3.8,0.042222222,Train
71,22,CASUARINA COVE,2007,1,2007Q1,622,4,130.33,0.265084746,61,0.9283,0,0,0,98.8,5,0.053304904,Train
72,23,CASUARINA COVE,2007,2,2007Q2,775.86,7,153.86,0.247358751,62,0.9275,0,0,0,107.1,8.3,0.084008097,Train
73,24,CASUARINA COVE,2007,3,2007Q3,926.5,4,150.64,0.194163138,63,0.9268,0,0,0,116,8.9,0.083099907,Train
74,25,CASUARINA COVE,2007,4,2007Q4,888.25,4,-38.25,-0.041284404,64,0.926,0,0,0,124.4,8.4,0.072413793,Train
75,26,CASUARINA COVE,2008,1,2008Q1,960,2,71.75,0.080776808,65,0.925,0,0,0,129,4.6,0.036977492,Train
76,27,CASUARINA COVE,2008,2,2008Q2,829.4,5,-130.6,-0.136041667,66,0.924,0,0,0,129,0,0,Train
77,28,CASUARINA COVE,2008,3,2008Q3,760,1,-69.4,-0.083674946,67,0.923,0,0,0,125.8,-3.2,-0.024806202,Train
78,29,CASUARINA COVE,2009,2,2009Q2,659,1,-101,-0.132894737,70,0.92,0,0,0,95.3,-4.7,-0.047,Train
79,30,CASUARINA COVE,2009,3,2009Q3,886.67,3,227.67,0.345472939,71,0.919,0,0,0,110.5,15.2,0.159496327,Train
80,31,CASUARINA COVE,2009,4,2009Q4,888.5,2,1.83,0.002067669,72,0.918,0,0,0,118.4,7.9,0.071493213,Train
81,32,CASUARINA COVE,2010,1,2010Q1,985.4,5,96.9,0.109060214,73,0.917,0,0,0,124.3,5.9,0.049831081,Train
82,33,CASUARINA COVE,2010,2,2010Q2,1011,2,25.6,0.025979298,74,0.916,0,0,0,130.5,6.2,0.049879324,Train
83,34,CASUARINA COVE,2010,3,2010Q3,1107.33,3,96.33,0.095285196,75,0.915,0,0,0,132.6,2.1,0.016091954,Train
84,35,CASUARINA COVE,2010,4,2010Q4,1075,2,-32.33,-0.029199278,76,0.914,0,0,0,135,2.4,0.018099548,Train
85,36,CASUARINA COVE,2011,1,2011Q1,1023,5,-52,-0.048372093,77,0.913,0,0,0,137.3,2.3,0.017037037,Train
86,37,CASUARINA COVE,2011,2,2011Q2,1048.5,6,25.5,0.024926686,78,0.912,0,0,0,139.2,1.9,0.01383831,Train
87,38,CASUARINA COVE,2011,4,2011Q4,1056.5,2,8,0.007629948,80,0.91,0,0,0,141.2,0.4,0.002840909,Train
88,39,CASUARINA COVE,2012,2,2012Q2,1099.5,4,43,0.040700426,82,0.9075,0,0,0,141.6,0.6,0.004255319,Train
89,40,CASUARINA COVE,2012,3,2012Q3,1058.67,3,-40.83,-0.037138093,83,0.9063,0,0,0,142.3,0.7,0.004943503,Train
90,41,CASUARINA COVE,2013,1,2013Q1,1077,3,18.33,0.01731738,85,0.9038,0,0,0,145.9,1.1,0.007596685,Train
91,42,CASUARINA COVE,2013,2,2013Q2,1301,1,224,0.207985144,86,0.9025,0,0,0,148,2.1,0.01439342,Train
92,43,CASUARINA COVE,2013,4,2013Q4,1065,1,-236,-0.181398924,88,0.9,0,0,0,147.6,-1.3,-0.008730692,Train
93,44,CASUARINA COVE,2014,2,2014Q2,1115.5,4,50.5,0.04741784,90,0.8975,0,0,0,144.5,-1.2,-0.008236102,Train
94,45,CASUARINA COVE,2014,4,2014Q4,1091,1,-24.5,-0.021963245,92,0.895,0,0,0,142.5,-1.4,-0.009728978,Train
95,46,CASUARINA COVE,2015,2,2015Q2,1079,1,-12,-0.010999083,94,0.8925,0,1,0,139.8,-1.1,-0.007806955,Train
96,47,CASUARINA COVE,2015,4,2015Q4,1094,2,15,0.013901761,96,0.89,0,1,0,137.4,-0.3,-0.002178649,Train
97,48,CASUARINA COVE,2016,1,2016Q1,1048,1,-46,-0.042047532,97,0.8888,0,1,0,136.6,-0.8,-0.005822416,Train
98,49,CASUARINA COVE,2016,4,2016Q4,1025,1,-23,-0.021946565,100,0.885,0,1,0,133.8,-1.1,-0.008154188,Train
99,50,CASUARINA COVE,2017,1,2017Q1,1023,2,-2,-0.00195122,101,0.8838,0,1,0,133.8,0,0,Train
100,51,CASUARINA COVE,2017,3,2017Q3,1150.6,5,127.6,0.124731183,103,0.8813,0,1,0,134.5,0.8,0.005983545,Train
101,52,CASUARINA COVE,2017,4,2017Q4,1233,2,82.4,0.07161481,104,0.88,0,1,0,135.6,1.1,0.008178439,Test
102,53,CASUARINA COVE,2018,1,2018Q1,1263,2,30,0.0243309,105,0.8788,0,1,0,141.6,6,0.044247788,Test
103,54,CASUARINA COVE,2018,2,2018Q2,1257,1,-6,-0.004750594,106,0.8775,0,1,0,146.1,4.5,0.031779661,Test
104,55,CASUARINA COVE,2019,1,2019Q1,1217,1,-40,-0.031821798,109,0.8738,0,1,0,145.2,-1.6,-0.010899183,Test
105,56,CASUARINA COVE,2019,2,2019Q2,1237,1,20,0.016433854,110,0.8725,0,1,0,148.1,2.9,0.019972452,Test
106,57,CASUARINA COVE,2020,1,2020Q1,1149,2,-88,-0.071139854,113,0.8688,1,1,0,148.1,-1.5,-0.010026738,Test
107,58,CASUARINA COVE,2020,4,2020Q4,1204.67,3,55.67,0.048447926,116,0.865,1,1,0,153.3,4.5,0.030241935,Test
108,59,CASUARINA COVE,2021,1,2021Q1,1255,2,50.33,0.041781959,117,0.8638,1,1,0,157.1,3.8,0.024787997,Test
109,60,CASUARINA COVE,2021,2,2021Q2,1217,4,-38,-0.030278884,118,0.8625,1,1,0,158.8,1.7,0.010821133,Test
110,61,CASUARINA COVE,2021,3,2021Q3,1404,2,187,0.153656532,119,0.8613,1,1,0,159.9,1.1,0.006926952,Test
111,62,CASUARINA COVE,2021,4,2021Q4,1377.5,2,-26.5,-0.018874644,120,0.86,1,1,0,168.4,8.5,0.053158224,Test
112,63,CASUARINA COVE,2022,1,2022Q1,1379,1,1.5,0.001088929,121,0.8585,1,1,0,167.9,-0.5,-0.002969121,Test
113,64,CASUARINA COVE,2022,3,2022Q3,1460,1,81,0.058738216,123,0.8555,1,1,0,181.6,7.7,0.044278321,Test
114,65,CASUARINA COVE,2022,4,2022Q4,1422,1,-38,-0.026027397,124,0.854,1,1,0,182.1,0.5,0.002753304,Test
115,1,COSTA RHU,2018,1,2018Q1,1198,2,0,0,103,0.8813,0,0,0,141.6,6,0.044247788,Train
116,2,COSTA RHU,2018,2,2018Q2,1219.33,18,21.33,0.017807457,104,0.88,0,0,0,146.1,4.5,0.031779661,Train
117,3,COSTA RHU,2018,3,2018Q3,1200,4,-19.33,-0.015855659,105,0.8788,0,0,0,146.1,0,0,Train
118,4,COSTA RHU,2018,4,2018Q4,1251.5,6,51.5,0.042916667,106,0.8775,0,0,0,146.8,0.7,0.004791239,Train
119,5,COSTA RHU,2019,1,2019Q1,1341.4,5,89.9,0.071833799,107,0.8763,0,0,0,145.2,-1.6,-0.010899183,Train
120,6,COSTA RHU,2019,2,2019Q2,1292.86,7,-48.54,-0.036188204,108,0.875,0,0,0,148.1,2.9,0.019972452,Train
121,7,COSTA RHU,2019,3,2019Q3,1283.5,2,-9.36,-0.007237569,109,0.8738,0,0,0,150,1.9,0.012829169,Train
122,8,COSTA RHU,2019,4,2019Q4,1281,2,-2.5,-0.001947799,110,0.8725,0,0,0,149.6,-0.4,-0.002666667,Train
123,9,COSTA RHU,2020,1,2020Q1,1355.75,4,74.75,0.058352849,111,0.8713,1,0,0,148.1,-1.5,-0.010026738,Train
124,10,COSTA RHU,2020,2,2020Q2,1139,1,-216.75,-0.159874608,112,0.87,1,0,0,148.7,0.6,0.004051317,Train
125,11,COSTA RHU,2020,3,2020Q3,1318.75,4,179.75,0.157813872,113,0.8688,1,0,0,148.8,0.1,0.000672495,Train
126,12,COSTA RHU,2020,4,2020Q4,1165,6,-153.75,-0.116587678,114,0.8675,1,0,0,153.3,4.5,0.030241935,Train
127,13,COSTA RHU,2021,1,2021Q1,1308.75,8,143.75,0.123390558,115,0.8663,1,0,0,157.1,3.8,0.024787997,Train
128,14,COSTA RHU,2021,2,2021Q2,1288.44,16,-20.31,-0.015520535,116,0.865,1,0,0,158.8,1.7,0.010821133,Train
129,15,COSTA RHU,2021,3,2021Q3,1392.3,10,103.86,0.080611205,117,0.8638,1,0,0,159.9,1.1,0.006926952,Train
130,16,COSTA RHU,2021,4,2021Q4,1398.31,13,6.01,0.004314941,118,0.8625,1,0,0,168.4,8.5,0.053158224,Test
131,17,COSTA RHU,2022,1,2022Q1,1406.33,9,8.03,0.005739539,119,0.8613,1,0,0,167.9,-0.5,-0.002969121,Test
132,18,COSTA RHU,2022,2,2022Q2,1440.25,8,33.92,0.024117089,120,0.86,1,0,0,173.9,6,0.035735557,Test
133,19,COSTA RHU,2022,3,2022Q3,1434.4,5,-5.85,-0.004061795,121,0.8585,1,0,0,181.6,7.7,0.044278321,Test
134,20,COSTA RHU,2022,4,2022Q4,1423.44,9,-10.96,-0.007637727,122,0.857,1,0,0,182.1,0.5,0.002753304,Test
135,1,COTE D'AZUR,2018,1,2018Q1,1432,1,0,0,74,0.916,0,1,1,141.6,6,0.044247788,Train
136,2,COTE D'AZUR,2018,2,2018Q2,1232.88,8,-199.13,-0.139053771,75,0.915,0,1,1,146.1,4.5,0.031779661,Train
137,3,COTE D'AZUR,2018,3,2018Q3,1191,1,-41.88,-0.033965325,76,0.914,0,1,1,146.1,0,0,Train
138,4,COTE D'AZUR,2018,4,2018Q4,1425,1,234,0.196473552,77,0.913,0,1,1,146.8,0.7,0.004791239,Train
139,5,COTE D'AZUR,2019,1,2019Q1,1123,3,-302,-0.211929825,78,0.912,0,1,1,145.2,-1.6,-0.010899183,Train
140,6,COTE D'AZUR,2019,2,2019Q2,1023,2,-100,-0.089047195,79,0.911,0,1,1,148.1,2.9,0.019972452,Train
141,7,COTE D'AZUR,2019,3,2019Q3,1257.8,5,234.8,0.229521017,80,0.91,0,1,1,150,1.9,0.012829169,Train
142,8,COTE D'AZUR,2019,4,2019Q4,1330.33,3,72.53,0.057666826,81,0.9088,0,1,1,149.6,-0.4,-0.002666667,Train
143,9,COTE D'AZUR,2020,1,2020Q1,1378,2,47.67,0.035830619,82,0.9075,1,1,1,148.1,-1.5,-0.010026738,Train
144,10,COTE D'AZUR,2020,3,2020Q3,1406.14,7,28.14,0.020422973,84,0.905,1,1,1,148.8,0.1,0.000672495,Train
145,11,COTE D'AZUR,2020,4,2020Q4,1369.25,8,-36.89,-0.02623692,85,0.9038,1,1,1,153.3,4.5,0.030241935,Train
146,12,COTE D'AZUR,2021,1,2021Q1,1404.55,11,35.3,0.025777217,86,0.9025,1,1,1,157.1,3.8,0.024787997,Train
147,13,COTE D'AZUR,2021,2,2021Q2,1409.17,6,4.62,0.003290183,87,0.9013,1,1,1,158.8,1.7,0.010821133,Train
148,14,COTE D'AZUR,2021,3,2021Q3,1468.62,13,59.45,0.042187145,88,0.9,1,1,1,159.9,1.1,0.006926952,Train
149,15,COTE D'AZUR,2021,4,2021Q4,1486.88,8,18.26,0.012433218,89,0.8988,1,1,1,168.4,8.5,0.053158224,Train
